### gkvp_f0.52_math_SSL2.f90 tested on Oakleaf-FX10 ###
###
###!%%% for debug Bessel functions %%%
###    if (rankg == 0) then
###      do i = 0, 1490
###        x = 0.1_DP * real(i, kind=DP)
###        call math_j0(x, bj0)
###        call math_j1(x, bj1)
###        call math_j2(x, bj2)
###        call math_i0(x, bi0)
###        call math_g0(x, gma0)
###        write(9999,*) x, bj0, bj1, bj2, bi0, gma0
###      end do
###    end if
###    call MPI_Finalize(ierr_mpi)
###    stop
###!%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
###
#          x                 j0(x)             j1(x)                j2(x)                i0(x)            i0(x)*exp(-x)
 0.000000000000000E+00 1.000000000000000 0.000000000000000E+00 0.000000000000000E+00 1.000000000000000 1.000000000000000
 0.1000000000000000 0.9975015620660400 4.993752603624200E-02 1.248958658799815E-03 1.002501562934096 0.9071009257823011
 0.2000000000000000 0.9900249722395765 9.950083263923601E-02 4.983354152783503E-03 1.010025027795146 0.8269385516343294
 0.3000000000000000 0.9776262465382960 0.1483188162731040 1.116586194906410E-02 1.022626879351597 0.7575806251825478
 0.4000000000000000 0.9603982266595634 0.1960265779553187 1.973466311703020E-02 1.040401782229341 0.6974021705595332
 0.5000000000000000 0.9384698072408130 0.2422684576748739 3.060402345868263E-02 1.063483370741324 0.6450352704491501
 0.6000000000000001 0.9120048634972108 0.2867009880639158 4.366509671584184E-02 1.092045364317340 0.5993272030798962
 0.7000000000000001 0.8812008886074052 0.3289957415400590 5.878694436419163E-02 1.126303018306809 0.5593055265070683
 0.8000000000000000 0.8462873527504803 0.3688420460941700 7.581776248494476E-02 1.166514922869803 0.5241489419203691
 0.9000000000000000 0.8075237981225448 0.4059495460788056 9.458630427480097E-02 1.212985165728684 0.4931629661007054
 1.000000000000000 0.7651976865579666 0.4400505857449335 0.1149034849319004 1.266065877752008 0.4657596075936405
 1.100000000000000 0.7196220185275111 0.4709023948662930 0.1365641539566579 1.326160183712653 0.4414403775096750
 1.200000000000000 0.6711327442643626 0.4982890575672155 0.1593490183476631 1.393725584134065 0.4197820789351330
 1.300000000000000 0.6200859895615092 0.5220232474146604 0.1830266987687376 1.469277797944251 0.4004249127388124
 1.400000000000000 0.5668551203742886 0.5419477139308546 0.2073558995269321 1.553395099731217 0.3830625153954870
 1.500000000000000 0.5118276717359181 0.5579365079100996 0.2320876721442148 1.646723189772891 0.3674336090541583
 1.600000000000000 0.4554021676393807 0.5698959352616804 0.2569677514377198 1.749980639738909 0.3533149977213453
 1.700000000000000 0.3979848594461095 0.5777652315290233 0.2817389423527414 1.863964962073840 0.3405156879824709
 1.800000000000000 0.3399864110425584 0.5815169517311651 0.3061435353254029 1.989559356618051 0.3288719496998188
 1.900000000000000 0.2818185593743855 0.5811570727134341 0.3299257276923871 2.127740194053888 0.3182431628891415
 2.000000000000000 0.2238907791412357 0.5767248077568735 0.3528340286156378 2.279585302336067 0.3085083225536711
 2.100000000000000 0.1666069803319905 0.5682921357570387 0.3746236251509035 2.446283129436182 0.2995630945262819
 2.200000000000000 0.1103622669221740 0.5559630498190639 0.3950586874587931 2.629142863567314 0.2913173330690491
 2.300000000000000 5.553978444560203E-02 0.5398725326043138 0.4139145917320620 2.829605600627586 0.2836929857104913
 2.400000000000000 2.507683297243717E-03 0.5201852681819309 0.4309800401876986 3.049256657989415 0.2766223230669137
 2.500000000000000 -4.838377646819793E-02 0.4970941024642742 0.4460590584396173 3.289839144050123 0.2700464416122028
 2.600000000000000 -9.680495439703818E-02 0.4708182665175786 0.4589728517182525 3.553268904243672 0.2639139958759028
 2.700000000000000 -0.1424493700460116 0.4416013791182531 0.4695615027261990 3.841650976595935 0.2581801236492902
 2.800000000000000 -0.1850360333643873 0.4097092468522888 0.4776854954017363 4.157297703500821 0.2528055337015597
 2.900000000000000 -0.2243115457919680 0.3754274818130959 0.4832270504906548 4.502748661326275 0.2477557304508486
 3.000000000000000 -0.2600519549019333 0.3390589585259365 0.4860912605858910 4.880792585865024 0.2430003541618254
 3.100000000000000 -0.2920643476506974 0.3009211331010576 0.4862070141675088 5.294491489675607 0.2385126186893658
 3.200000000000000 -0.3201881696571229 0.2613432487805047 0.4835277001449383 5.747207187180551 0.2342688316697860
 3.300000000000000 -0.3442962603988846 0.2206634529852410 0.4780316864505458 6.242630465183031 0.2302479844714264
 3.400000000000000 -0.3642955967620005 0.1792258516815071 0.4697225683393575 6.784813160431589 0.2264314012334565
 3.500000000000000 -0.3801277399872632 0.1373775273623273 0.4586291841943074 7.378203432225479 0.2228024380107791
 3.600000000000000 -0.3917689837007976 9.546554717787648E-02 0.4448053987996179 8.027684547054010 0.2193462244581232
 3.700000000000000 -0.3992302033711908 5.383398774546210E-02 0.4283296562065757 8.738617524169396 0.2160494416729737
 3.800000000000000 -0.4025564101785639 1.282100292673172E-02 0.4093043064557911 9.516888026098957 0.2129001308125339
 3.900000000000000 -0.4018260148876397 -2.724403962077983E-02 0.3878547125180090 10.36895791673295 0.2098875279357806
 4.000000000000000 -0.3971498098638470 -6.604332802354894E-02 0.3641281458520725 11.30192195213633 0.2070019212239866
 4.100000000000001 -0.3886696798358534 -0.1032732577473386 0.3382924809347126 12.32357011601958 0.2042345273236375
 4.200000000000000 -0.3765570543675675 -0.1386469421260459 0.3105347009742123 13.44245616329765 0.2015773840526338
 4.300000000000000 -0.3610111172365348 -0.1718965602215402 0.2810592287613998 14.66797299184556 0.1990232571292259
